語句,読み,意味,語源等解説,関連語,関連分野,難易度
offer,オ́ファー,提供する・申し出,ラテン語 "offerre"。派生: offering(オ́ファリング): 提供物 / special offer(スペ́シャルオファー): 特別提供,"provide(プロヴァ́イド): 提供する, give(ギ́ヴ): 与える",動作,初級
office,オ́フィス,事務所,ラテン語 "officium"(義務)。派生: officer(オ́フィサー): 役人 / office worker(オ́フィスワーカー): 会社員,"company(カ́ンパニ): 会社, desk(デ́スク): 机",社会,初級
officer,オ́フィサー,役人・将校,ラテン語 "officium"。派生: official(オフィ́シャル): 公式の / police officer(ポリ́ースオフィサー): 警官,"official(オフィ́シャル): 役人, soldier(ソ́ウルジャー): 兵士",社会,中級
official,オフィ́シャル,公式の・役人,ラテン語 "officialis"。派生: officially(オフィ́シャリ): 公式に / unofficial(アノフィ́シャル): 非公式の,"formal(フォ́ーマル): 正式な, government(ガヴァ́メント): 政府",社会,中級
often,オ́フン,しばしば,古英語 "oft"。派生: more often(モ́アオフン): より頻繁に / how often(ハ́ウオフン): どのくらい頻繁に,"frequently(フリ́ークウェントリ): 頻繁に, seldom(セ́ルダム): めったに〜ない",頻度,初級
oil,オ́イル,油,ラテン語 "oleum"。派生: oily(オ́イリ): 油っぽい / oil painting(オ́イルペインティング): 油絵,"fat(ファ́ット): 脂肪, gas(ガ́ス): ガソリン",科学,初級
old,オ́ウルド,古い・年老いた,古英語 "eald"。派生: elder(エ́ルダー): 年上の / old-fashioned(オ́ウルドファッションド): 古風な,"aged(エ́イジド): 年老いた, new(ニ́ュー): 新しい",評価,初級
once,ワ́ンス,一度・かつて,古英語 "ānes"(一つ)。派生: at once(アットワ́ンス): すぐに / once upon a time(ワ́ンスアポンアタ́イム): 昔々,"formerly(フォ́ーマリ): 以前は, one time(ワ́ンタイム): 一度",頻度,初級
one,ワ́ン,1・一つ,古英語 "ān"。派生: anyone(エ́ニワン): 誰でも / one by one(ワ́ンバイワン): 一つずつ,"single(シ́ングル): 単一の, two(トゥ́ー): 2",数,初級
only,オ́ウンリ,ただ〜だけ・唯一の,古英語 "ānlīc"。派生: if only(イフオ́ウンリ): 〜でさえあれば / the only(ジオ́ウンリ): 唯一の,"just(ジャ́スト): ただ, sole(ソ́ウル): 唯一の",限定詞,初級
open,オ́ウプン,開ける・開いた,古英語 "open"。派生: opening(オ́ウプニング): 開始 / open-minded(オ́ウプンマインデッド): 心の広い,"close(クロ́ウズ): 閉める, shut(シャ́ット): 閉じる",動作,初級
operate,オ́ペレイト,操作する・手術する,ラテン語 "operari"(働く)。派生: operation(オペレ́イション): 手術・操作 / operator(オ́ペレイター): 操作者,"work(ワ́ーク): 働く, function(ファ́ンクション): 機能する",動作,中級
opinion,オピ́ニオン,意見,ラテン語 "opinio"。派生: opinionated(オピ́ニオネイテッド): 独断的な / in my opinion(インマイオピ́ニオン): 私の意見では,"view(ヴ́ュー): 見解, thought(ソ́ート): 考え",思考,中級
opportunity,オポチュ́ニティ,機会,ラテン語 "opportunus"(都合のよい港へ)。派生: opportune(オ́ポチューン): 好都合な / opportunist(オポチュ́ニスト): 日和見主義者,"chance(チャ́ンス): 機会, occasion(オケ́イジョン): 場合",時間,中級
opposite,オ́ポジット,反対の・正反対,ラテン語 "oppositus"(置かれた)。派生: opposition(オポジ́ション): 反対 / as opposed to(アズオポ́ウズドトゥ): 〜とは対照的に,"contrary(コ́ントラリ): 反対の, reverse(リヴァ́ース): 逆の",概念,初級
or,オ́ー,または・さもないと,古英語 "oththe"。派生: or else(オ́ーエ́ルス): さもないと / or so(オ́ーソウ): およそ","and(ア́ンド): そして, either(イ́ーザー): どちらか",接続詞,初級
orange,オ́レンジ,オレンジ・オレンジ色,アラビア語 "naranj"。派生: orangeade(オレンジェ́イド): オレンジ水 / orange juice(オ́レンジジュース): オレンジジュース,"fruit(フル́ート): 果物, lemon(レ́モン): レモン",食べ物,初級
order,オ́ーダー,注文・命令・順序,ラテン語 "ordo"(列)。派生: disorder(ディソ́ーダー): 無秩序 / in order to(インオ́ーダートゥ): 〜するために,"command(コマ́ンド): 命令, sequence(スィ́ークウェンス): 順序",手続き,初級
ordinary,オ́ーディナリ,普通の,ラテン語 "ordinarius"(規則正しい)。派生: ordinarily(オ́ーディナリリ): 通常 / extraordinary(エクストロ́ーディナリ): 並外れた,"common(コ́モン): 普通の, normal(ノ́ーマル): 正常な",評価,中級
organize,オ́ーガナイズ,組織する・整理する,ギリシャ語 "organon"(道具)。派生: organization(オーガナイゼ́イション): 組織 / organizer(オ́ーガナイザー): 主催者,"arrange(アレ́インジ): 配置する, structure(ストラ́クチャー): 構造化する",社会,中級
original,オリ́ジナル,独創的な・原初の,ラテン語 "origo"(起源)。派生: originally(オリ́ジナリ): 元々 / originate(オリ́ジネイト): 起源を持つ,"creative(クリエ́イティヴ): 創造的な, first(ファ́ースト): 最初の",評価,中級
other,ア́ザー,他の,古英語 "ōther"。派生: otherwise(ア́ザワイズ): さもないと / each other(イ́ーチアザー): 互いに,"another(アナ́ザー): もう一つの, different(ディ́ファレント): 違う",限定詞,初級
ought,オ́ート,〜すべきである,古英語 "āhte"(所有した)。派生: ought to(オ́ートトゥ): 〜すべきだ / ought not(オ́ートノット): 〜すべきでない,"should(シ́ュッド): 〜すべき, must(マ́スト): 〜しなければならない",文法,初級
our,ア́ワー,私たちの,古英語 "ūre"。派生: ours(ア́ワーズ): 私たちのもの / ourselves(アワセ́ルヴズ): 私たち自身,"my(マ́イ): 私の, their(ゼ́ア): 彼らの",限定詞,初級
out,ア́ウト,外へ・外に,古英語 "ūt"。派生: outside(ア́ウトサイド): 外側 / outcome(ア́ウトカム): 結果,"in(イ́ン): 中に, within(ウィジ́ン): 内部に",前置詞,初級
outdoor,ア́ウトドア,屋外の,out + door。派生: outdoors(ア́ウトドーズ): 戸外で / outdoor activities(ア́ウトドアアクティ́ヴィティズ): 野外活動,"outside(ア́ウトサイド): 外の, indoor(イ́ンドア): 屋内の",位置,初級
outer,ア́ウター,外側の,out + er。派生: outermost(ア́ウターモウスト): 最も外側の / outer space(ア́ウタースペイス): 宇宙空間,"external(エクスタ́ーナル): 外部の, inner(イ́ナー): 内側の",位置,初級
outside,ア́ウトサイド,外側・外側に,out + side。派生: outsider(ア́ウトサイダー): 部外者 / outside of(ア́ウトサイドオブ): 〜の外に,"exterior(エクスティ́アリア): 外部, inside(インサ́イド): 内側",位置,初級
over,オ́ウヴァー,〜の上に・終わって,古英語 "ofer"。派生: overcome(オーヴァカ́ム): 克服する / all over(オ́ールオーヴァー): 至る所に,"above(アバ́ヴ): 上に, across(アクロ́ス): 横切って",前置詞,初級
own,オ́ウン,自分自身の・所有する,古英語 "āgen"。派生: owner(オ́ウナー): 所有者 / on one's own(オンワ́ンズオウン): 独力で,"possess(ポゼ́ス): 所有する, have(ハ́ヴ): 持つ",動作,初級
package,パ́ケージ,小包・包み,中英語 "pak"(束)。派生: packaging(パ́ケージング): 包装 / package tour(パ́ケージツアー): パッケージツアー,"parcel(パ́ーセル): 小包, box(ボ́ックス): 箱",生活,初級
page,ペ́イジ,ページ,ラテン語 "pagina"。派生: pager(ペ́イジャー): ポケベル / front page(フロ́ントページ): 一面,"sheet(シ́ート): 紙, book(ブ́ック): 本",学習,初級
pain,ペ́イン,痛み・苦痛,ラテン語 "poena"(罰)。派生: painful(ペ́インフル): 痛い / painkiller(ペ́インキラー): 鎮痛剤,"ache(エ́イク): 痛み, suffering(サ́ファリング): 苦しみ",健康,初級
paint,ペ́イント,ペンキ・塗る,ラテン語 "pingere"(描く)。派生: painter(ペ́インター): 画家 / painting(ペ́インティング): 絵画,"draw(ドロ́ー): 描く, color(カ́ラー): 色",文化,初級
pair,ペ́ア,一組・対,ラテン語 "par"(等しい)。派生: a pair of(アペ́アオブ): 一組の / compare(コンペ́ア): 比較する(同根),"couple(カ́プル): 一対, set(セ́ット): セット",量,初級
palace,パ́レス,宮殿,ラテン語 "palatium"。派生: palatial(パレ́イシャル): 宮殿のような / royal palace(ロ́イアルパレス): 王宮,"castle(キャ́スル): 城, mansion(マ́ンション): 大邸宅",歴史,中級
pale,ペ́イル,青白い,ラテン語 "pallidus"。派生: paleness(ペ́イルネス): 青白さ / turn pale(ター́ンペイル): 青ざめる,"white(ホワ́イト): 白い, dim(ディ́ム): 薄暗い",色,初級
pan,パ́ン,鍋・フライパン,古英語 "panne"。派生: pancake(パ́ンケイク): パンケーキ / frying pan(フラ́イイングパン): フライパン,"pot(ポ́ット): なべ, cook(ク́ック): 料理する",生活,初級
paper,ペ́イパー,紙・論文,ラテン語 "papyrus"。派生: paperback(ペ́イパーバック): ペーパーバック / newspaper(ニ́ューズペーパー): 新聞,"sheet(シ́ート): 紙, document(ド́キュメント): 文書",学習,初級
parent,ペ́アレント,親,ラテン語 "parere"(生む)。派生: parental(パレ́ンタル): 親の / grandparent(グラ́ンドペアレント): 祖父母,"father(ファ́ーザー): 父, mother(マ́ザー): 母",人間関係,初級
park,パ́ーク,公園・駐車する,古フランス語 "parc"。派生: parking(パ́ーキング): 駐車 / national park(ナ́ショナルパーク): 国立公園,"garden(ガ́ーデン): 庭, lot(ロ́ット): 駐車場",生活,初級
part,パ́ート,部分・分かれる,ラテン語 "pars"。派生: partial(パ́ーシャル): 部分的な / take part in(テ́イクパートイン): 参加する,"piece(ピ́ース): 断片, section(セ́クション): 部分",概念,初級
particular,パティ́キュラー,特定の・特別な,ラテン語 "particula"(小さな部分)。派生: particularly(パティ́キュラリ): 特に / in particular(インパティ́キュラー): 特に,"specific(スペシ́フィック): 特定の, special(スペ́シャル): 特別な",評価,中級
partly,パ́ートリ,部分的に,part + ly。派生: in part(インパ́ート): 部分的に / part-time(パ́ートタイム): パートタイムの,"partially(パ́ーシャリ): 部分的に, completely(コンプリ́ートリ): 完全に",程度,初級
party,パ́ーティ,パーティー・政党,ラテン語 "pars"(部分)。派生: political party(ポリ́ティカルパーティ): 政党 / party member(パ́ーティメンバー): 党員,"celebration(セレブレ́イション): 祝賀, group(グル́ープ): 集団",社会,初級
pass,パ́ス,通過する・合格する,ラテン語 "passus"(歩み)。派生: passage(パ́セージ): 通路 / pass by(パ́スバイ): 通り過ぎる,"go by(ゴ́ーバイ): 通り過ぎる, fail(フェ́イル): 失敗する",動作,初級
passage,パ́セージ,通路・一節,ラテン語 "passus"。派生: passageway(パ́セージウェイ): 通路 / rite of passage(ラ́イトオブパセージ): 通過儀礼,"corridor(コ́リドー): 廊下, text(テ́クスト): 本文",位置,中級
passenger,パ́センジャー,乗客,古仏語 "passager"。派生: fellow passenger(フェ́ロウパセンジャー): 同乗者 / passenger seat(パ́センジャーシート): 助手席,"traveler(トラ́ヴェラー): 旅行者, rider(ラ́イダー): 乗客",交通,初級
past,パ́スト,過去・〜を過ぎて,pass の過去分詞。派生: in the past(インザパ́スト): 過去に / past tense(パ́ストテンス): 過去時制,"history(ヒ́ストリー): 歴史, ago(アゴ́ウ): 〜前に",時間,初級
path,パ́ス,小道・道筋,古英語 "pæth"。派生: pathway(パ́スウェイ): 小道 / footpath(フ́ットパス): 歩道,"road(ロ́ウド): 道, way(ウェ́イ): 道",位置,初級
patient,ペ́イシェント,患者・忍耐強い,ラテン語 "patiens"(耐える)。派生: patience(ペ́イシェンス): 忍耐 / impatient(インペ́イシェント): せっかちな,"sick person(シ́ックパーソン): 病人, enduring(エンデュ́アリング): 我慢強い",健康,初級
pattern,パ́ターン,模様・型,ラテン語 "patronus"(守護者)。派生: patterned(パ́ターンド): 模様のある / behavior pattern(ビヘ́イビアパターン): 行動様式,"design(ディザ́イン): 図案, model(モ́デル): 型",概念,中級
pause,ポ́ーズ,休止・一時停止する,ギリシャ語 "pausis"(停止)。派生: without pause(ウィザ́ウトポーズ): 休みなく / pause button(ポ́ーズバトン): 一時停止ボタン,"stop(スト́ップ): 停止, break(ブレ́イク): 休憩",動作,初級
pay,ペ́イ,払う・給料,ラテン語 "pacare"(なだめる)。派生: payment(ペ́イメント): 支払い / pay attention(ペ́イアテンション): 注意を払う,"spend(スペ́ンド): 費やす, salary(サ́ラリ): 給料",経済,初級
peace,ピ́ース,平和,ラテン語 "pax"。派生: peaceful(ピ́ースフル): 平和な / peace treaty(ピ́ーストリーティ): 平和条約,"calm(カ́ーム): 穏やか, war(ウォ́ー): 戦争",社会,初級
pen,ペ́ン,ペン,ラテン語 "penna"(羽)。派生: ballpoint pen(ボ́ールポイントペン): ボールペン / pen pal(ペ́ンパル): 文通相手,"pencil(ペ́ンスル): 鉛筆, write(ラ́イト): 書く",学習,初級
pencil,ペ́ンスル,鉛筆,ラテン語 "penicillus"(小さな尾)。派生: pencil case(ペ́ンスルケース): 筆箱 / pencil sharpener(ペ́ンスルシャープナー): 鉛筆削り,"pen(ペ́ン): ペン, eraser(イレ́イサー): 消しゴム",学習,初級
people,ピ́ープル,人々,ラテン語 "populus"(民衆)。派生: peoples(ピ́ープルズ): 諸民族 / peopled(ピ́ープルド): 人が住む,"person(パ́ーソン): 人, folk(フォ́ウク): 人々",人間関係,初級
percent,パセ́ント,パーセント,ラテン語 "per centum"(百につき)。派生: percentage(パセ́ンテージ): 割合 / ten percent(テ́ンパセント): 10パーセント,"rate(レ́イト): 割合, proportion(プロポ́ーション): 比率",数,初級
perfect,パ́ーフェクト,完璧な,ラテン語 "perfectus"(完成した)。派生: perfection(パフェ́クション): 完璧 / perfectly(パ́ーフェクトリ): 完璧に,"ideal(アイデ́ィアル): 理想的な, flawless(フロ́ーレス): 欠点のない",評価,初級
perform,パフォ́ーム,実行する・演じる,古仏語 "parfournir"(成し遂げる)。派生: performance(パフォ́ーマンス): 公演・実行 / performer(パフォ́ーマー): 演奏者,"execute(エ́クシキュート): 実行する, act(ア́クト): 演じる",動作,中級
perhaps,パハ́プス,たぶん,per + hap(偶然)。派生: by hap(バイハ́プ): 偶然に / mayhap(メ́イハプ): ひょっとして(古語),"maybe(メ́イビー): たぶん, possibly(ポ́シブリ): 可能性として",副詞,初級
period,ピ́アリアド,期間・終止符,ギリシャ語 "periodos"(周期)。派生: periodic(ピアリオ́ディック): 定期的な / period of time(ピ́アリアドオブタイム): 期間,"time(タ́イム): 時間, era(イ́アラ): 時代",時間,中級
permit,パミ́ット,許可する・許可証,ラテン語 "permittere"(通す)。派生: permission(パミ́ッション): 許可 / permissive(パミ́ッシヴ): 寛容な,"allow(アラ́ウ): 許す, license(ラ́イセンス): 免許",法律,中級
person,パ́ーソン,人,ラテン語 "persona"(仮面)。派生: personal(パ́ーソナル): 個人的な / personality(パーソナ́リティ): 個性,"individual(インディヴィ́ジュアル): 個人, people(ピ́ープル): 人々",人間関係,初級
pet,ペ́ット,ペット・可愛がる,語源不詳。派生: petting(ペ́ティング): 愛撫 / pet shop(ペ́ットショップ): ペットショップ,"animal(ア́ニマル): 動物, dog(ド́グ): 犬",生物,初級
phone,フォ́ウン,電話,telephone の短縮。派生: smartphone(スマ́ートフォン): スマートフォン / phone call(フォ́ウンコール): 電話,"call(コ́ール): 電話する, mobile(モ́ウバイル): 携帯電話",伝達,初級
photo,フォ́ト,写真,photograph の短縮。派生: photocopy(フォ́トコピー): 複写 / photograph(フォ́トグラフ): 写真,"picture(ピ́クチャー): 写真, image(イ́メジ): 画像",文化,初級
physical,フィ́ジカル,身体的な・物理的な,ギリシャ語 "physis"(自然)。派生: physically(フィ́ジカリ): 身体的に / physics(フィ́ジックス): 物理学,"bodily(ボ́ディリ): 肉体の, mental(メ́ンタル): 精神的な",科学,中級
piano,ピア́ノ,ピアノ,イタリア語 "pianoforte"(弱く強く)。派生: pianist(ピア́ニスト): ピアニスト / grand piano(グラ́ンドピアノ): グランドピアノ,"music(ミュ́ージック): 音楽, keyboard(キ́ーボード): 鍵盤",文化,初級
pick,ピ́ック,選ぶ・摘む,中英語 "piken"。派生: picker(ピ́ッカー): 摘む人 / pick up(ピ́ックア́ップ): 拾い上げる,"choose(チュ́ーズ): 選ぶ, select(セレ́クト): 選択する",動作,初級
picture,ピ́クチャー,絵・写真,ラテン語 "pictura"(絵)。派生: picturesque(ピクチャレ́スク): 絵のように美しい / motion picture(モ́ウションピクチャー): 映画,"photo(フォ́ト): 写真, image(イ́メジ): 画像",文化,初級
piece,ピ́ース,一片・作品,古仏語 "piece"。派生: piece by piece(ピ́ースバイピース): 少しずつ / masterpiece(マ́スターピース): 傑作,"part(パ́ート): 部分, fragment(フラ́グメント): 断片",量,初級
pile,パ́イル,山・積み重ねる,ラテン語 "pila"(柱)。派生: pile up(パ́イルアップ): 積み上げる / piles of(パ́イルズオブ): 山ほどの,"heap(ヒ́ープ): 山, stack(スタ́ック): 積み重ね",量,初級
pilot,パ́イロット,パイロット・水先案内人,ギリシャ語 "pedon"(舵)。派生: autopilot(オ́ートパイロット): 自動操縦 / test pilot(テ́ストパイロット): テストパイロット,"captain(キャ́プテン): 機長, fly(フラ́イ): 飛ぶ",交通,初級
pin,ピ́ン,ピン・留める,古英語 "pinn"。派生: pinpoint(ピ́ンポイント): 正確に示す / safety pin(セ́イフティピン): 安全ピン,"needle(ニ́ードル): 針, attach(アタ́ッチ): 取り付ける",生活,初級
pink,ピ́ンク,ピンク色,花の名前から。派生: pinkish(ピ́ンキッシュ): ピンクがかった / hot pink(ホ́ットピンク): ショッキングピンク,"red(レ́ッド): 赤, rose(ロ́ウズ): バラ色",色,初級
pioneer,パイオニ́ア,開拓者,古仏語 "paonier"(歩兵)。派生: pioneering(パイオニ́アリング): 先駆的な / pioneer spirit(パイオニ́アスピリット): 開拓者精神,"settler(セ́トゥラー): 入植者, explorer(エクスプロ́ーラー): 探検家",歴史,中級
pipe,パ́イプ,パイプ・管,古英語 "pipe"。派生: pipeline(パ́イプライン): パイプライン / bagpipe(バ́グパイプ): バグパイプ,"tube(チュ́ーブ): 管, hose(ホ́ウズ): ホース",生活,初級
pitch,ピ́ッチ,投げる・音の高さ,古英語 "pic"(尖ったもの)。派生: pitcher(ピ́ッチャー): 投手 / pitch black(ピ́ッチブラック): 真っ暗,"throw(スロ́ウ): 投げる, tone(ト́ウン): 音調",動作,中級
place,プレ́イス,場所・置く,ラテン語 "platea"(広場)。派生: placement(プレ́イスメント): 配置 / take place(テ́イクプレイス): 起こる,"location(ロケ́イション): 場所, put(プ́ット): 置く",位置,初級
plain,プレ́イン,平原・明白な,ラテン語 "planus"(平らな)。派生: plainly(プレ́インリ): 明白に / plain language(プレ́インラングウィッジ): 平易な言葉,"clear(クリ́ア): 明白な, simple(シ́ンプル): 簡素な",評価,初級
plan,プラ́ン,計画・計画する,ラテン語 "planus"(平らな)。派生: planning(プラ́ニング): 計画 / floor plan(フロ́アプラン): 間取り図,"scheme(スキ́ーム): 計画, design(ディザ́イン): 設計",思考,初級
plane,プレ́イン,飛行機・平面,ラテン語 "planum"(平面)。派生: airplane(エ́アプレイン): 飛行機 / plane ticket(プレ́インチケット): 航空券,"aircraft(エ́アクラフト): 航空機, flat(フラ́ット): 平らな",交通,初級
planet,プラ́ネット,惑星,ギリシャ語 "planetes"(さまよう者)。派生: planetary(プラ́ネタリ): 惑星の / planetarium(プラネテ́アリアム): プラネタリウム,"earth(ア́ース): 地球, star(スタ́ー): 星",科学,初級
