語句,読み,意味,語源等解説,関連語,関連分野,難易度
cup,カ́ップ,カップ,"ラテン語 ""cuppa"" が語源。派生: teacup(テ́ィーカップ): ティーカップ / cupcake(カ́ップケーキ): カップケーキ","glass(グラ́ス): コップ, mug(マ́グ): マグ",食・健康,beginner
cut,カ́ット,切る,"古英語 ""cyttan""。派生: shortcut(ショ́ートカット): 近道 / haircut(ヘ́アカット): 散髪","slice(スライ́ス): 薄切り, chop(チョ́ップ): 切る",人・社会,beginner
dad,ダ́ッド,お父さん,幼児語起源。派生: daddy(ダ́ディ): パパ / stepdad(ステ́ップダッド): 義父,"father(ファ́ーザー): 父, mom(マ́ム): 母",人・社会,beginner
daily,デ́イリー,毎日の・日刊の,"古英語 ""dæglīc""。派生: daily life(デ́イリーライフ): 日常生活 / daily newspaper(デ́イリーニ́ューズペーパー): 日刊紙","everyday(エヴリデ́イ): 毎日の, weekly(ウィ́ークリー): 毎週の",時間・数量,beginner
danger,デ́ンジャー,危険,"ラテン語 ""dominus"" 経由の古仏語。派生: dangerous(デ́ンジャラス): 危険な / endanger(エンデ́ンジャー): 危険にさらす","risk(リ́スク): 危険, safe(セ́イフ): 安全な",人・社会,beginner
dark,ダ́ーク,暗い・濃い,ゲルマン系語源。派生: darkness(ダ́ークネス): 暗闇 / darken(ダ́ーケン): 暗くする,"light(ラ́イト): 明るい, dim(ディ́ム): 薄暗い",自然・環境,beginner
date,デ́イト,日付・デート,"ラテン語 ""datum""(与えられたもの)。派生: update(アッ́プデート): 更新 / dating(デ́イティング): 交際","day(デ́イ): 日, calendar(カ́レンダー): 暦",時間・数量,beginner
daughter,ドー́ター,娘,"古英語 ""dohtor""。派生: granddaughter(グラ́ンドドーター): 孫娘 / daughter-in-law(ドー́ターインロ́ー): 義娘","son(サ́ン): 息子, child(チャ́イルド): 子ども",人・社会,beginner
day,デ́イ,日・昼間,"古英語 ""dæg""。派生: daytime(デ́イタイム): 昼間 / someday(サ́ムデイ): いつか","night(ナ́イト): 夜, today(トゥデ́イ): 今日",時間・数量,beginner
dead,デ́ッド,死んだ・非常に,"古英語 ""dēad""。派生: deadly(デ́ドリ): 致命的な / deadline(デ́ッドライン): 期限","alive(アラ́イブ): 生きて, die(ダ́イ): 死ぬ",人・社会,beginner
decide,ディサ́イド,決める,"ラテン語 ""decidere""(断ち切る)。派生: decision(ディシ́ジョン): 決定 / decisive(ディサ́イシヴ): 決定的な","determine(ディタ́ーミン): 決定する, choose(チュー́ズ): 選ぶ",人・社会,beginner
deep,デ́ィープ,深い,"古英語 ""dēop""。派生: deepen(デ́ィープン): 深める / deep-sea(デ́ィープシー): 深海の","shallow(シャ́ロウ): 浅い, profound(プロファ́ウンド): 深遠な",人・社会,beginner
degree,ディグリ́ー,程度・学位,"フランス語経由のラテン語 ""gradus""(段階)。派生: undergraduate(アンダーグラ́ジュエット): 学部生 / to a degree(トゥアディグリ́ー): ある程度","level(レ́ベル): 程度, temperature(テ́ンプリチャ): 温度",人・社会,beginner
deliver,デリ́ヴァー,配達する・産む,"ラテン語 ""liberare""(解き放つ)。派生: delivery(デリ́ヴァリ): 配達 / deliverable(デリ́ヴァラブル): 納品物","send(セ́ンド): 送る, bring(ブリ́ング): 持ってくる",人・社会,beginner
department,ディパ́ートメント,部門・学科,フランス語経由のラテン語。派生: depart(ディパ́ート): 出発する / departmental(ディパートメ́ンタル): 部門の,"section(セ́クション): 部署, faculty(ファ́カルティ): 学部",人・社会,beginner
describe,ディスクライ́ブ,描写する・説明する,"ラテン語 ""scribere""(書く)。派生: description(ディスクリ́プション): 説明 / descriptive(ディスクリ́プティブ): 記述的な","explain(イクスプレ́イン): 説明する, depict(ディピ́クト): 描写する",人・社会,beginner
design,ディザ́イン,設計・デザイン,"ラテン語 ""designare""(印を付ける)。派生: designer(ディザ́イナー): 設計者 / redesign(リーディザ́イン): 再設計","plan(プラ́ン): 計画, draw(ドロ́ー): 描く",運動・娯楽,beginner
desk,デ́スク,机,中英語。派生: desktop(デ́スクトップ): 机上 / desk lamp(デ́スクランプ): デスクライト,"table(テ́ーブル): テーブル, chair(チェ́ア): いす",日常生活,beginner
detail,デ́ィテイル,詳細,"ラテン語 ""taliare""(切る)。派生: detailed(デ́ィテイルド): 詳細な / retail(リ́テイル): 小売(語源同根)","information(インフォメ́イション): 情報, part(パ́ート): 部分",人・社会,beginner
develop,ディヴェ́ロップ,発展させる,"古仏語 ""desveloper""(包みを開く)。派生: development(ディヴェ́ロップメント): 発展 / developer(ディヴェ́ロッパー): 開発者","improve(インプル́ーブ): 改善する, grow(グロ́ウ): 成長する",人・社会,beginner
die,ダ́イ,死ぬ,古ノルド語。派生: diet(ダ́イエット): 本来は生活様式/食事法 / deadly(デ́ドリ): 致命的な,"pass away(パ́スアウェ́イ): 亡くなる, perish(ペ́リッシュ): 死ぬ",人・社会,beginner
different,ディ́ファレント,違った・様々な,"ラテン語 ""differre""(離れる)。派生: difference(ディ́ファレンス): 違い / differentiate(ディファレ́ンシエイト): 区別する","various(ヴェ́アリアス): 様々な, unlike(アンラ́イク): 〜と違って",人・社会,beginner
difficult,ディ́フィカルト,難しい,"ラテン語 ""difficilis""。派生: difficulty(ディ́フィカルティ): 困難 / with difficulty(ウィズディ́フィカルティ): 困難を伴って","hard(ハ́ード): 難しい, easy(イ́ージー): 易しい",人・社会,beginner
direct,ダイレ́クト,直接の・向ける,"ラテン語 ""dirigere""(まっすぐ導く)。派生: direction(ダイレ́クション): 方向 / director(ダイレ́クター): 監督","guide(ガ́イド): 案内する, straight(ストレ́イト): まっすぐ",場所・移動,beginner
discuss,ディスカ́ス,議論する,"ラテン語 ""discutere""(打ち砕く→詳しく議論)。派生: discussion(ディスカ́ッション): 議論 / discussant(ディスカ́サント): 討論者","talk about(トークアバ́ウト): 〜について話す, debate(ディベ́イト): 討論する",人・社会,beginner
do,ドゥ́,する,"古英語 ""dōn""。派生: do so(ドゥ́ソウ): そうする / undo(アンドゥ́): 元に戻す","act(ア́クト): 行う, make(メ́イク): 作る",人・社会,beginner
doctor,ド́クター,医者,"ラテン語 ""docere""(教える)。派生: doctoral(ド́クトラル): 博士の / doctrine(ド́クトリン): 教理(語源同根)","physician(フィジ́シャン): 医師, nurse(ナ́ース): 看護師",食・健康,beginner
dog,ド́グ,犬,古英語。派生: puppy(パ́ピー): 子犬 / doghouse(ド́グハウス): 犬小屋,"cat(キャ́ット): 猫, pet(ペ́ット): ペット",自然・環境,beginner
door,ド́ア,ドア,"古英語 ""duru""。派生: doorway(ド́アウェイ): 出入口 / doorknob(ド́アノブ): ドアノブ","gate(ゲ́イト): 門, entrance(エ́ントランス): 入口",日常生活,beginner
down,ダ́ウン,下へ・落ち込んで,ゲルマン系語源。派生: download(ダ́ウンロード): 取り込む / downturn(ダ́ウンターン): 低迷,"up(ア́ップ): 上へ, below(ビロ́ウ): 下に",場所・移動,beginner
draw,ドロ́ー,描く・引く,"古英語 ""dragan""(引く)。派生: drawer(ドロ́ーワー): 引き出し / drawing(ドロ́ーイング): 絵","pull(プル́): 引く, paint(ペ́イント): 描く",運動・娯楽,beginner
dream,ドリ́ーム,夢・夢を見る,"古英語 ""drēam""。派生: dreamy(ドリ́ーミー): 夢のような / daydream(デ́イドリーム): 白昼夢","sleep(スリ́ープ): 眠る, hope(ホ́ウプ): 望み",人・社会,beginner
dress,ドレ́ス,服・服を着る,"古仏語 ""dresser""(整える)。派生: dressing(ドレ́ッシング): 調味料/包帯 / dressed(ドレ́スト): 支度ができた","clothes(クロ́ウズ): 衣服, wear(ウ́ェア): 着る",日常生活,beginner
drink,ドリ́ンク,飲む・飲み物,"古英語 ""drincan""。派生: drinkable(ドリ́ンカブル): 飲める / soft drink(ソ́フトドリンク): 清涼飲料","eat(イ́ート): 食べる, water(ウォ́ーター): 水",食・健康,beginner
drive,ドラ́イブ,運転する・追いやる,"古英語 ""drīfan""。派生: driver(ドラ́イバー): 運転手 / driveway(ドラ́イブウェイ): 私道","ride(ラ́イド): 乗る, car(カ́ー): 車",場所・移動,beginner
drop,ドロ́ップ,落とす・しずく,"古英語 ""dropa""。派生: droplet(ドロ́プレット): 微小な滴 / drop out(ドロ́ップア́ウト): 中退する","fall(フォ́ール): 落ちる, spill(スピ́ル): こぼす",人・社会,beginner
dry,ドライ́,乾く・乾いた,"古英語 ""drȳge""。派生: dryer(ドライ́ヤー): 乾燥機 / dry up(ドライ́アッ́プ): 干上がる","wet(ウェ́ット): 濡れた, arid(ア́リド): 乾燥した",人・社会,beginner
each,イ́ーチ,それぞれの,"古英語 ""ǣlc""。派生: each other(イ́ーチア́ザー): 互いに / each time(イ́ーチタイム): 毎回","every(エ́ヴリ): すべての, per(パ́ー): 〜ごとに",言語基本,beginner
ear,イ́アー,耳,"古英語 ""ēare""。派生: earphone(イ́アフォン): イヤホン / earache(イ́アエイク): 耳の痛み","hear(ヒ́ア): 聞く, sound(サ́ウンド): 音",食・健康,beginner
early,アー́リー,早い・初期の,"古英語 ""ǣr""(前)が語源。派生: earliest(アー́リエスト): 最初の / early bird(アー́リーバード): 早起きの人","soon(スー́ン): すぐに, late(レ́イト): 遅い",時間・数量,beginner
earth,アー́ス,地球・土,"古英語 ""eor(th)e""。派生: earthquake(アー́スクウェイク): 地震 / earthly(アー́スリ): この世の","world(ワ́ールド): 世界, soil(ソ́イル): 土",自然・環境,beginner
east,イー́スト,東,"古英語 ""ēast""。派生: eastern(イー́スタン): 東方の / the East(ジイー́スト): 東洋","west(ウェ́スト): 西, sunrise(サ́ンライズ): 日の出",学校・学習,beginner
easy,イー́ジー,簡単な・気楽な,古仏語。派生: easily(イー́ズィリ): たやすく / take it easy(テ́イクイッティー́ジー): 気楽に,"simple(シ́ンプル): 単純な, difficult(ディ́フィカルト): 難しい",人・社会,beginner
eat,イー́ト,食べる,"古英語 ""etan""。派生: eater(イー́ター): 食べる人 / eat out(イー́トア́ウト): 外食する","drink(ドリ́ンク): 飲む, meal(ミ́ール): 食事",食・健康,beginner
edge,エッ́ジ,端・刃,"古英語 ""ecg""。派生: edged(エッ́ジド): 刃のついた / edge out(エッ́ジア́ウト): 僅差で勝つ","border(ボ́ーダー): 境界, side(サ́イド): 側",場所・移動,beginner
education,エデュケ́イション,教育,"ラテン語 ""educere""(引き出す)。派生: educate(エデュ́ケイト): 教育する / educator(エデュ́ケイター): 教育者","school(スク́ール): 学校, learning(ラ́ーニング): 学習",学校・学習,beginner
effect,イフェ́クト,効果・影響,"ラテン語 ""efficere""(成し遂げる)。派生: effective(イフェ́クティヴ): 効果的な / side effect(サ́イドイフェ́クト): 副作用","result(リザ́ルト): 結果, affect(アフェ́クト): 影響を与える",人・社会,beginner
effort,エ́フォート,努力,"古仏語 ""esforz""。派生: effortless(エ́フォートレス): 骨の折れない / make an effort(メ́イクアンエ́フォート): 努力する","try(トラ́イ): 試みる, attempt(アテ́ンプト): 試み",学校・学習,beginner
eight,エ́イト,8,"古英語 ""eahta""。派生: eighteen(エイティ́ーン): 18 / eighth(エ́イス): 8番目","seven(セ́ヴン): 7, nine(ナ́イン): 9",時間・数量,beginner
either,イー́ザー,どちらか,"古英語 ""ǣgther""。派生: either A or B(イー́ザーエ́ーオアビ́ー): AかBか / either way(イー́ザウェイ): どちらにせよ","both(ボ́ース): 両方, neither(ニー́ザー): どちらも〜ない",言語基本,beginner
eleven,イレ́ヴン,11,"古英語 ""endleofan""。派生: eleventh(イレ́ヴンス): 11番目 / eleven plus(イレ́ヴンプラス): 11歳選抜試験(英)","ten(テ́ン): 10, twelve(トゥエ́ルヴ): 12",時間・数量,beginner
else,エ́ルス,ほかの,"古英語 ""elles""。派生: else where(エ́ルスウェア): どこかほかで / else if(エ́ルスイフ): それ以外なら(プログラミング)","other(ア́ザー): 他の, another(アナ́ザー): もう一つの",言語基本,beginner
employee,エンプロイ́イー,従業員,フランス語。派生: employ(エンプロ́イ): 雇う / unemployment(アンエンプロ́イメント): 失業,"worker(ワ́ーカー): 労働者, staff(スタ́フ): 職員",人・社会,beginner
end,エン́ド,終わり・終える,"古英語 ""end""。派生: ending(エ́ンディング): 終わり / endless(エ́ンドレス): 終わりのない","finish(フィ́ニッシュ): 終える, begin(ビギ́ン): 始める",時間・数量,beginner
